"geneId"	"geneSymbol"	"diseaseId"	"diseaseName"	"score"	"NofPmids"	"NofSnps"	"source"	"randomgene"
100	"ADA"	"C4020878"	"Diffusely thickened skin"	0.2	0	0	"HPO"	50945
100	"ADA"	"C4021545"	"Immunoglobulin IgG2 deficiency"	0.2	0	0	"HPO"	1406
100	"ADA"	"C4021956"	"Aplasia/Hypoplasia of the eyebrow"	0.2	0	0	"HPO"	25830
10000	"AKT3"	"C0026266"	"Mitral Valve Insufficiency"	0.2	0	0	"HPO"	3690
10000	"AKT3"	"C0221355"	"Macrocephaly"	0.201373633921065	0	0	"HPO"	9487
10000	"AKT3"	"C0241074"	"Skin hyperelastic"	0.2	0	0	"HPO"	8929
10000	"AKT3"	"C0263401"	"Cutis marmorata"	0.2	0	0	"HPO"	6016
10000	"AKT3"	"C0431391"	"Hemimegalencephaly"	0.401373633921066	0	0	"HPO;ORPHANET"	2969
10000	"AKT3"	"C1863924"	"Megalanecephaly Polymicrogyria-Polydactyly Hydrocephalus Syndrome"	0.2	1	0	"CTD_human"	10585
10000	"AKT3"	"C1955869"	"Malformations of Cortical Development"	0.200549453568426	1	0	"CTD_human"	1285
10000	"AKT3"	"C3551535"	"Mitral regurgitation, mild"	0.2	0	0	"HPO"	9129
10000	"AKT3"	"C4020968"	"Abnormal localization of kidney"	0.2	0	0	"HPO"	6736
10000	"AKT3"	"C4025252"	"Abnormal nasal morphology"	0.2	0	0	"HPO"	79633
10002	"NR2E3"	"C0018975"	"Hemeralopia"	0.2	0	0	"HPO"	54101
10002	"NR2E3"	"C0152439"	"Retinoschisis"	0.2	0	0	"HPO"	6399
10002	"NR2E3"	"C0154850"	"Cystoid macular retinal degeneration"	0.2	0	0	"HPO"	8675
10002	"NR2E3"	"C0155016"	"Color Blindness, Red-Green"	0.2	0	0	"HPO"	2074
10002	"NR2E3"	"C0155017"	"Color Blindness, Blue"	0.2	0	0	"HPO"	5832
10002	"NR2E3"	"C0240897"	"Retinal exudates"	0.2	0	0	"HPO"	4810
10002	"NR2E3"	"C0271051"	"Macular retinal edema"	0.2	0	0	"HPO"	367
10002	"NR2E3"	"C0344290"	"Vitreoretinal degeneration"	0.2	0	0	"HPO"	5605
10002	"NR2E3"	"C1833999"	"Pigmentary retinal degeneration"	0.2	0	0	"HPO"	207
10002	"NR2E3"	"C1855685"	"Extinguished electroretinogram"	0.2	0	0	"HPO"	3730
10002	"NR2E3"	"C1970167"	"Blue/yellow color vision defect"	0.2	0	0	"HPO"	8905
10002	"NR2E3"	"C1970168"	"Red/green color vision defect"	0.2	0	0	"HPO"	411
10002	"NR2E3"	"C4021570"	"Undetectable light- and dark-adapted electroretinogram"	0.2	0	0	"HPO"	3257
10008	"KCNE3"	"C0018790"	"Cardiac Arrest"	0.2	0	0	"HPO"	60401
10008	"KCNE3"	"C0042510"	"Ventricular Fibrillation"	0.2	0	0	"HPO"	26503
10008	"KCNE3"	"C0238357"	"Hyperkalemic periodic paralysis"	0.200824180352639	0	0	"CTD_human"	5972
10008	"KCNE3"	"C0238358"	"Hypokalemic periodic paralysis"	0.200549453568426	0	0	"ORPHANET"	6492
10008	"KCNE3"	"C0520886"	"ST segment elevation (finding)"	0.2	0	0	"HPO"	8302
10008	"KCNE3"	"C1142166"	"Brugada Syndrome (disorder)"	0.200274726784213	0	0	"ORPHANET"	1482
10008	"KCNE3"	"C1850309"	"Mildly increased creatine kinase"	0.2	0	0	"HPO"	26277
10008	"KCNE3"	"C1855520"	"Hyperglycemia, Postprandial"	0.2	0	0	"HPO"	58
10008	"KCNE3"	"C1855580"	"Exercise-induced muscle fatigue"	0.2	0	0	"HPO"	53834
10008	"KCNE3"	"C3714580"	"Hypokalemic periodic paralysis type 1"	0.200549453568426	0	0	"CTD_human"	5428
10008	"KCNE3"	"C4020730"	"Increased intramyocellular lipid droplets"	0.2	0	0	"HPO"	26277
10008	"KCNE3"	"C4021553"	"Periodic hypokalemic paresis"	0.2	0	0	"HPO"	4842
10008	"KCNE3"	"C4022754"	"Episodic hypokalemia"	0.2	0	0	"HPO"	22856
10008	"KCNE3"	"C4025572"	"Episodic flaccid weakness"	0.2	0	0	"HPO"	3190
1001	"CDH3"	"C0013575"	"Ectodermal Dysplasia"	0.2	0	0	"HPO"	1145
1001	"CDH3"	"C0020678"	"Hypotrichosis"	0.205205453522732	0	0	"HPO"	4041
1001	"CDH3"	"C0024437"	"Macular degeneration"	0.2	0	0	"HPO"	5770
1001	"CDH3"	"C0027339"	"Nail Diseases"	0.2	0	0	"HPO"	2780
1001	"CDH3"	"C0158113"	"Contracture of joint of hand"	0.2	0	0	"HPO"	5048
1001	"CDH3"	"C0221373"	"Claw hand"	0.2	0	0	"HPO"	10815
1001	"CDH3"	"C0263490"	"Brittle hair"	0.2	0	0	"HPO"	4668
1001	"CDH3"	"C0263491"	"Pili Torti"	0.2	0	0	"HPO"	335
1001	"CDH3"	"C0265554"	"Ectrodactyly"	0.200274726784213	0	0	"HPO"	3358
1001	"CDH3"	"C0431448"	"Absent eyebrow"	0.2	0	0	"HPO"	2316
1001	"CDH3"	"C0578682"	"Madarosis of eyebrow"	0.2	0	0	"HPO"	5979
1001	"CDH3"	"C0730290"	"Cone dystrophy"	0.2	0	0	"HPO"	10516
1001	"CDH3"	"C0730292"	"Macular dystrophy"	0.202472541057918	0	0	"HPO"	10806
1001	"CDH3"	"C0853087"	"Nail abnormality"	0.2	0	0	"HPO"	175
1001	"CDH3"	"C1837087"	"Macular pigmentary changes"	0.2	0	0	"HPO"	1586
1001	"CDH3"	"C1843300"	"Sparse eyelashes"	0.2	0	0	"HPO"	2774
1001	"CDH3"	"C1844813"	"Widely spaced teeth"	0.2	0	0	"HPO"	6938
1001	"CDH3"	"C1851868"	"Reduced tensile strength of hair"	0.2	0	0	"HPO"	5604
1001	"CDH3"	"C1862863"	"Sparse body hair"	0.2	0	0	"HPO"	6611
1001	"CDH3"	"C1970308"	"Selective tooth agenesis"	0.2	0	0	"HPO"	7879
1001	"CDH3"	"C1970705"	"Fragile hair"	0.2	0	0	"HPO"	55703
1001	"CDH3"	"C4024756"	"Abnormality of macular pigmentation"	0.2	0	0	"HPO"	6092
1001	"CDH3"	"C4072827"	"Cone/cone-rod dystrophy"	0.2	0	0	"HPO"	2040
1001	"CDH3"	"C4072837"	"Fractured hair"	0.2	0	0	"HPO"	5450
1001	"CDH3"	"C4280251"	"Absence of a tooth"	0.2	0	0	"HPO"	4000
1001	"CDH3"	"C4280581"	"Aplasia of eyebrows"	0.2	0	0	"HPO"	7124
1001	"CDH3"	"C4280582"	"Agenesis of eyebrows"	0.2	0	0	"HPO"	8526
10011	"SRA1"	"C1858573"	"Sparse pubic hair"	0.2	0	0	"HPO"	1308
10011	"SRA1"	"C1858574"	"Sparse axillary hair"	0.2	0	0	"HPO"	7124
10013	"HDAC6"	"C0265290"	"Metaphyseal chondrodysplasia"	0.2	0	0	"HPO"	4125
10013	"HDAC6"	"C0426818"	"Thin rib"	0.2	0	0	"HPO"	29893
10013	"HDAC6"	"C0432073"	"Defect of skull ossification"	0.2	0	0	"HPO"	53834
10013	"HDAC6"	"C1834980"	"Metaphyseal cupping of proximal phalanges"	0.2	0	0	"HPO"	4758
10013	"HDAC6"	"C1840307"	"Distal shortening of limbs"	0.2	0	0	"HPO"	5447
10013	"HDAC6"	"C1855171"	"Metaphyseal cupping of metacarpals"	0.2	0	0	"HPO"	26047
10013	"HDAC6"	"C1865027"	"Hypoplastic iliac wing"	0.2	0	0	"HPO"	472
10013	"HDAC6"	"C1866730"	"Rhizomelia"	0.2	0	0	"HPO"	6495
10013	"HDAC6"	"C4024689"	"Abnormality of the calcaneus"	0.2	0	0	"HPO"	5771
10013	"HDAC6"	"C4280533"	"Decreased calcification of skull"	0.2	0	0	"HPO"	2488
100134444	"KCNJ18"	"C0268446"	"Thyrotoxic periodic paralysis"	0.200824180352639	0	0	"ORPHANET"	6662
10014	"HDAC5"	"C0340543"	"Familial primary pulmonary hypertension"	0.2	1	0	"CTD_human"	3818
10016	"PDCD6"	"C0011573"	"Endogenous depression"	0.2	1	0	"PSYGENET"	5122
10018	"BCL2L11"	"C0008313"	"Cholangitis, Sclerosing"	0.2	1	0	"CTD_human"	9569
10019	"SH2B3"	"C0007570"	"Celiac Disease"	0.209144173059356	0	0	"CTD_human"	1280
10019	"SH2B3"	"C0012833"	"Dizziness"	0.2	0	0	"HPO"	6495
10019	"SH2B3"	"C0026987"	"Myelofibrosis"	0.2	0	0	"HPO"	7555
10019	"SH2B3"	"C0027022"	"Myeloproliferative disease"	0.201923087489492	0	0	"HPO"	4538
10019	"SH2B3"	"C0030554"	"Paresthesia"	0.2	0	0	"HPO"	2260
10019	"SH2B3"	"C0040028"	"Thrombocythemia, Essential"	0.200274726784213	0	0	"ORPHANET"	8481
10019	"SH2B3"	"C0042571"	"Vertigo"	0.2	0	0	"HPO"	1146
10019	"SH2B3"	"C0042900"	"Vitiligo"	0.2	1	0	"CTD_human"	5727
10019	"SH2B3"	"C0149793"	"Amaurosis Fugax"	0.2	0	0	"HPO"	6335
10019	"SH2B3"	"C0151529"	"Bleeding time prolonged"	0.2	0	0	"HPO"	19
10019	"SH2B3"	"C0151942"	"Arterial thrombosis"	0.2	0	0	"HPO"	2632
10019	"SH2B3"	"C0221347"	"Acrocyanosis"	0.2	0	0	"HPO"	1280
10019	"SH2B3"	"C0231807"	"Dyspnea on exertion"	0.2	0	0	"HPO"	10269
10019	"SH2B3"	"C0232370"	"Florid red complexion (finding)"	0.2	0	0	"HPO"	7050
10019	"SH2B3"	"C0239935"	"Hematocrit increased"	0.2	0	0	"HPO"	6905
10019	"SH2B3"	"C0349639"	"Juvenile Myelomonocytic Leukemia"	0.2	1	0	"CTD_human"	6295
10019	"SH2B3"	"C0549448"	"Hemoglobin increased"	0.2	0	0	"HPO"	3930
10019	"SH2B3"	"C0553692"	"Brain hemorrhage"	0.2	0	0	"HPO"	4722
10019	"SH2B3"	"C0836924"	"Thrombocytosis"	0.2	0	0	"HPO"	4692
10019	"SH2B3"	"C0855742"	"Platelet morphology abnormal"	0.2	0	0	"HPO"	4538
10019	"SH2B3"	"C0857460"	"Increased number of platelets"	0.2	0	0	"HPO"	2255
10019	"SH2B3"	"C0917805"	"Transient Cerebral Ischemia"	0.2	0	0	"HPO"	8842
10019	"SH2B3"	"C1849749"	"Peripheral thrombosis"	0.2	0	0	"HPO"	3149
10019	"SH2B3"	"C1853288"	"Increased red blood cell mass"	0.2	0	0	"HPO"	51119
10019	"SH2B3"	"C1855853"	"Impaired platelet aggregation"	0.2	0	0	"HPO"	10269
10019	"SH2B3"	"C4021790"	"Abnormality of the skeletal system"	0.2	0	0	"HPO"	1301
10019	"SH2B3"	"C4025187"	"Increased megakaryocyte count"	0.2	0	0	"HPO"	1289
10020	"GNE"	"C0037315"	"Sleep Apnea Syndromes"	0.2	0	0	"HPO"	3458
10020	"GNE"	"C0085684"	"Foot-drop"	0.2	0	0	"HPO"	54453
10020	"GNE"	"C0342853"	"Sialuria"	0.401373633921066	3	8	"CTD_human;UNIPROT"	5350
10020	"GNE"	"C0427063"	"Shoulder girdle weakness"	0.2	0	0	"HPO"	3418
10020	"GNE"	"C0427149"	"Gait, Drop Foot"	0.2	0	0	"HPO"	1106
10020	"GNE"	"C0429349"	"EMG positive sharp waves"	0.2	0	0	"HPO"	10752
10020	"GNE"	"C0432040"	"Simple syndactyly of toes, first web space"	0.2	0	0	"HPO"	2010
10020	"GNE"	"C0432355"	"Hypoplasia of nipple"	0.2	0	0	"HPO"	2290
10020	"GNE"	"C0558845"	"Reflex, Ankle, Absent"	0.2	0	0	"HPO"	3040
10020	"GNE"	"C0748691"	"Shoulder weakness"	0.2	0	0	"HPO"	5095
10020	"GNE"	"C1404521"	"Limb-girdle myopathy"	0.2	0	0	"HPO"	7305
10020	"GNE"	"C1837482"	"Thoracic hypoplasia"	0.2	0	0	"HPO"	23312
10020	"GNE"	"C1842552"	"Limb-girdle muscle atrophy"	0.2	0	0	"HPO"	1180
10020	"GNE"	"C1843700"	"Variation in muscle fiber size"	0.2	0	0	"HPO"	4914
10020	"GNE"	"C1850309"	"Mildly increased creatine kinase"	0.2	0	0	"HPO"	4091
10020	"GNE"	"C1851313"	"Limited shoulder movement"	0.2	0	0	"HPO"	2067
10020	"GNE"	"C1853926"	"NONAKA MYOPATHY"	0.617857240973852	12	23	"CTD_human;ORPHANET;UNIPROT"	4538
10020	"GNE"	"C1853932"	"Rimmed vacuoles on biopsy"	0.2	0	0	"HPO"	9719
10020	"GNE"	"C1854928"	"Protuberant abdomen"	0.2	0	0	"HPO"	28962
10020	"GNE"	"C1858036"	"Periorbital fullness"	0.2	0	0	"HPO"	55636
10020	"GNE"	"C1858127"	"Limb-girdle muscle weakness"	0.2	0	0	"HPO"	55605
10020	"GNE"	"C1862481"	"Limited wrist extension"	0.2	0	0	"HPO"	51199
10020	"GNE"	"C1864375"	"Long hallux"	0.2	0	0	"HPO"	23426
10020	"GNE"	"C1866141"	"Foot dorsiflexor weakness"	0.2	0	0	"HPO"	4647
10020	"GNE"	"C3279725"	"Weakness of hip flexors"	0.2	0	0	"HPO"	8504
10020	"GNE"	"C4021082"	"Fatty replacement of skeletal muscle"	0.2	0	0	"HPO"	3593
10020	"GNE"	"C4021726"	"EMG: myopathic abnormalities"	0.2	0	0	"HPO"	50964
10020	"GNE"	"C4022159"	"Muscle fiber inclusion bodies"	0.2	0	0	"HPO"	3265
10020	"GNE"	"C4022169"	"EMG: myotonic discharges"	0.2	0	0	"HPO"	114609
10020	"GNE"	"C4024612"	"Tibialis muscle weakness"	0.2	0	0	"HPO"	25861
10021	"HCN4"	"C0037052"	"Sick Sinus Syndrome"	0.400274726784213	0	0	"HPO;ORPHANET"	23532
10021	"HCN4"	"C0042514"	"Tachycardia, Ventricular"	0.200274726784213	0	0	"HPO"	5354
10021	"HCN4"	"C0085610"	"Sinus bradycardia"	0.2	0	0	"HPO"	23742
10021	"HCN4"	"C0520886"	"ST segment elevation (finding)"	0.2	0	0	"HPO"	1409
10021	"HCN4"	"C1142166"	"Brugada Syndrome (disorder)"	0.2	0	0	"ORPHANET"	4221
100288687	"DUX4"	"C0023485"	"Precursor B-Cell Lymphoblastic Leukemia-Lymphoma"	0.2	1	0	"CTD_human"	5734
100288687	"DUX4"	"C0238288"	"Muscular Dystrophy, Facioscapulohumeral"	0.411813251721163	1	0	"CTD_human;ORPHANET"	9049
1003	"CDH5"	"C0232347"	"No-Reflow Phenomenon"	0.2	1	0	"CTD_human"	5447
10036	"CHAF1A"	"C0026636"	"Mouth Diseases"	0.2	1	0	"CTD_human"	2200
10038	"PARP2"	"C0023787"	"Lipodystrophy"	0.2	1	0	"CTD_human"	6337
10042	"HMGXB4"	"C1839839"	"MAJOR AFFECTIVE DISORDER 2"	0.2	1	0	"PSYGENET"	2776
10043	"TOM1"	"C1839839"	"MAJOR AFFECTIVE DISORDER 2"	0.2	1	0	"PSYGENET"	1482
10046	"MAMLD1"	"C0452147"	"Hypospadias, penoscrotal"	0.200274726784213	0	0	"HPO"	5447
10046	"MAMLD1"	"C0848558"	"Hypospadias"	0.210568964137734	1	0	"CTD_human"	50846
10046	"MAMLD1"	"C1846169"	"Myotubular Myopathy with Abnormal Genital Development"	0.2	0	0	"ORPHANET"	9469
10046	"MAMLD1"	"C2678098"	"Hypospadias 1, X-Linked"	0.4	0	0	"CTD_human;ORPHANET"	7403
10049	"DNAJB6"	"C0234182"	"Gowers sign"	0.2	0	0	"HPO"	1301
10049	"DNAJB6"	"C0239067"	"Difficulty walking up stairs"	0.2	0	0	"HPO"	2919
10049	"DNAJB6"	"C0427063"	"Shoulder girdle weakness"	0.2	0	0	"HPO"	860
10049	"DNAJB6"	"C0427064"	"Pelvic girdle weakness"	0.2	0	0	"HPO"	134
10049	"DNAJB6"	"C0575071"	"Gowers sign present"	0.2	0	0	"HPO"	2068
10049	"DNAJB6"	"C0686353"	"Muscular Dystrophies, Limb-Girdle"	0.203021994626344	1	0	"CTD_human"	3569
10049	"DNAJB6"	"C0748691"	"Shoulder weakness"	0.2	0	0	"HPO"	54583
10049	"DNAJB6"	"C1836057"	"Muscle fiber splitting"	0.2	0	0	"HPO"	5573
10049	"DNAJB6"	"C1853932"	"Rimmed vacuoles on biopsy"	0.2	0	0	"HPO"	5173
100506658	"OCLN"	"C0019156"	"Hepatic Veno-Occlusive Disease"	0.2	1	0	"CTD_human"	7474
100507436	"MICA"	"C0010051"	"Coronary Aneurysm"	0.2	1	0	"CTD_human"	1186
100507436	"MICA"	"C0029172"	"Oral Submucous Fibrosis"	0.202681755307501	1	0	"CTD_human"	10907
10058	"ABCB6"	"C0016689"	"Freckles"	0.2	0	0	"HPO"	4041
10058	"ABCB6"	"C0020461"	"Hyperkalemia"	0.2	0	0	"HPO"	3312
10058	"ABCB6"	"C0266551"	"Congenital coloboma of iris"	0.2	0	0	"ORPHANET"	55624
10058	"ABCB6"	"C0344516"	"Coloboma of lens"	0.2	0	0	"ORPHANET"	7681
10058	"ABCB6"	"C0521573"	"Coloboma of eyelid"	0.2	0	0	"ORPHANET"	9126
10058	"ABCB6"	"C0677598"	"Stomatocytosis Result"	0.2	0	0	"HPO"	8842
10058	"ABCB6"	"C1836705"	"Pseudohyperkalemia, Familial, 2, due to Red Cell Leak"	0.4	2	3	"ORPHANET;UNIPROT"	768
10058	"ABCB6"	"C1845877"	"Microphthalmia, Isolated, with Coloboma 1"	0.2	0	0	"ORPHANET"	2261
10058	"ABCB6"	"C1852767"	"Hereditary macular coloboma"	0.2	0	0	"ORPHANET"	7139
10058	"ABCB6"	"C1861975"	"Cafe au lait spots, multiple"	0.2	0	0	"HPO"	2542
10058	"ABCB6"	"C3806178"	"Spotty hypopigmentation"	0.2	0	0	"HPO"	23064
10059	"DNM1L"	"C0025958"	"Microcephaly"	0.2	1	0	"CTD_human"	50964
10059	"DNM1L"	"C0162666"	"Mitochondrial Encephalomyopathies"	0.2	1	0	"CTD_human"	2770
10059	"DNM1L"	"C0271385"	"Horizontal Nystagmus"	0.2	0	0	"HPO"	56899
10059	"DNM1L"	"C1844505"	"Pointed chin"	0.2	0	0	"HPO"	6097
10060	"ABCC9"	"C0018564"	"Hand deformities"	0.2	0	0	"HPO"	695
10060	"ABCC9"	"C0024236"	"Lymphedema"	0.2	0	0	"HPO"	2073
10060	"ABCC9"	"C0031039"	"Pericardial effusion"	0.2	0	0	"HPO"	3073
10060	"ABCC9"	"C0040412"	"Fissured tongue"	0.2	0	0	"HPO"	6714
10060	"ABCC9"	"C0086132"	"Depressive Symptoms"	0.200274726784213	1	0	"PSYGENET"	3516
10060	"ABCC9"	"C0149630"	"Bicuspid aortic valve"	0.2	0	0	"HPO"	5167
10060	"ABCC9"	"C0162285"	"Edema of eyelid"	0.2	0	0	"HPO"	488
10060	"ABCC9"	"C0235480"	"Paroxysmal atrial fibrillation"	0.200274726784213	0	0	"HPO"	596
10060	"ABCC9"	"C0239137"	"Coxa valga"	0.2	0	0	"HPO"	2677
10060	"ABCC9"	"C0240278"	"Lymphatic obstruction"	0.2	0	0	"HPO"	5091
10060	"ABCC9"	"C0334008"	"Pachyderma"	0.2	0	0	"HPO"	2110
10060	"ABCC9"	"C0376480"	"Gingival Overgrowth"	0.2	0	0	"HPO"	26580
10060	"ABCC9"	"C0426870"	"Large hand"	0.2	0	0	"HPO"	55135
10060	"ABCC9"	"C0795905"	"Cantu syndrome"	0.602747267842131	3	9	"CTD_human;ORPHANET;UNIPROT"	51025
10060	"ABCC9"	"C1835229"	"Onset of lymphedema around puberty"	0.2	0	0	"HPO"	3033
10060	"ABCC9"	"C1836543"	"Thick vermilion border"	0.2	0	0	"HPO"	673
10060	"ABCC9"	"C1839798"	"Long nose"	0.2	0	0	"HPO"	5573
10060	"ABCC9"	"C1842060"	"Prominent supraorbital ridges"	0.2	0	0	"HPO"	3053
10060	"ABCC9"	"C1842366"	"Low anterior hairline"	0.2	0	0	"HPO"	9210
10060	"ABCC9"	"C1843687"	"ATRIAL FIBRILLATION, FAMILIAL, 1 (disorder)"	0.2	0	0	"ORPHANET"	7353
10060	"ABCC9"	"C1844809"	"Thick nasal alae"	0.2	0	0	"HPO"	2796
10060	"ABCC9"	"C1846423"	"Thick upper lip vermilion"	0.2	0	0	"HPO"	9210
10060	"ABCC9"	"C1848395"	"Large for gestational age"	0.2	0	0	"HPO"	1312
10060	"ABCC9"	"C1848654"	"Broad ribs"	0.2	0	0	"HPO"	10461
10060	"ABCC9"	"C1849039"	"Metaphyseal widening"	0.2	0	0	"HPO"	6006
10060	"ABCC9"	"C1855665"	"Ovoid vertebral bodies"	0.2	0	0	"HPO"	5296
10060	"ABCC9"	"C1855895"	"Erlenmeyer flask femora"	0.2	0	0	"HPO"	55135
10060	"ABCC9"	"C1855900"	"HYPERTRICHOSIS, CONGENITAL GENERALIZED"	0.2	0	0	"HPO"	1947
10060	"ABCC9"	"C1857953"	"Deep plantar creases"	0.2	0	0	"HPO"	6391
10060	"ABCC9"	"C1865992"	"Short hallux"	0.2	0	0	"HPO"	673
10060	"ABCC9"	"C1867131"	"Broad hallux"	0.2	0	0	"HPO"	801
10060	"ABCC9"	"C1868085"	"Craniofacial hyperostosis"	0.2	0	0	"HPO"	2706
10060	"ABCC9"	"C2673653"	"Cuboid-shaped vertebral bodies"	0.2	0	0	"HPO"	4000
10060	"ABCC9"	"C2673670"	"Curly eyelashes"	0.2	0	0	"HPO"	3953
10060	"ABCC9"	"C3549698"	"Coxa valga deformity"	0.2	0	0	"HPO"	23426
10060	"ABCC9"	"C4020844"	"Bullet vertebral body"	0.2	0	0	"HPO"	3507
10060	"ABCC9"	"C4020878"	"Diffusely thickened skin"	0.2	0	0	"HPO"	763
10060	"ABCC9"	"C4021343"	"Broad hallux phalanx"	0.2	0	0	"HPO"	1286
10060	"ABCC9"	"C4021785"	"Abnormality of the metacarpal bones"	0.2	0	0	"HPO"	6469
10060	"ABCC9"	"C4280516"	"Thick craniofacial bones"	0.2	0	0	"HPO"	2071
10060	"ABCC9"	"C4280517"	"Enlargement of craniofacial bones"	0.2	0	0	"HPO"	440
10060	"ABCC9"	"C4280518"	"Hypertrophy of craniofacial bones"	0.2	0	0	"HPO"	5189
10060	"ABCC9"	"C4280636"	"Hypertrophy of supraorbital ridge"	0.2	0	0	"HPO"	2671
10060	"ABCC9"	"C4280637"	"Hypertrophy of supraorbital margins"	0.2	0	0	"HPO"	54808
10060	"ABCC9"	"C4280638"	"Hyperplasia of supraorbital ridge"	0.2	0	0	"HPO"	6866
10060	"ABCC9"	"C4280639"	"Hyperplasia of supraorbital margins"	0.2	0	0	"HPO"	8643
10063	"COX17"	"C0019189"	"Hepatitis, Chronic"	0.2	1	0	"CTD_human"	23384
10075	"HUWE1"	"C0026351"	"Moderate mental retardation (I.Q. 35-49)"	0.2	0	0	"HPO"	2798
10075	"HUWE1"	"C0426886"	"Tapering fingers (finding)"	0.2	0	0	"HPO"	6913
10075	"HUWE1"	"C1846168"	"MENTAL RETARDATION, X-LINKED, SYNDROMIC 10"	0.2	0	0	"CTD_human"	4338
10075	"HUWE1"	"C1867103"	"Limited elbow extension"	0.2	0	0	"HPO"	2324
10082	"GPC6"	"C0018916"	"Hemangioma"	0.2	0	0	"HPO"	54487
10082	"GPC6"	"C0206762"	"Limb Deformities, Congenital"	0.2	1	0	"CTD_human"	1387
10082	"GPC6"	"C0238397"	"Pulmonary artery stenosis"	0.2	0	0	"HPO"	5184
10082	"GPC6"	"C1832117"	"Short upper arms"	0.2	0	0	"HPO"	9056
10082	"GPC6"	"C1832119"	"Fibular hypoplasia"	0.2	0	0	"HPO"	4256
10082	"GPC6"	"C1839512"	"Limited knee flexion"	0.2	0	0	"HPO"	256646
10082	"GPC6"	"C1844690"	"Limited knee extension"	0.2	0	0	"HPO"	55704
10082	"GPC6"	"C1844738"	"Axillary pterygia"	0.2	0	0	"HPO"	3586
10082	"GPC6"	"C1849937"	"Short limb dwarfism, disproportionate"	0.2	0	0	"HPO"	7046
10082	"GPC6"	"C1850259"	"Short tibia"	0.2	0	0	"HPO"	226
10082	"GPC6"	"C1851542"	"Limited hip movement"	0.2	0	0	"HPO"	29078
10082	"GPC6"	"C1856922"	"Limited elbow flexion"	0.2	0	0	"HPO"	3552
10082	"GPC6"	"C1866730"	"Rhizomelia"	0.2	0	0	"HPO"	4361
10082	"GPC6"	"C1867103"	"Limited elbow extension"	0.2	0	0	"HPO"	4851
10082	"GPC6"	"C3805420"	"Popliteal pterygium"	0.2	0	0	"HPO"	3081
10082	"GPC6"	"C4021100"	"Increased fibular diameter"	0.2	0	0	"HPO"	2074
